First,Last,StudentID,Grade,ScanTime,Status
Glendora,Sarbacher,201145,9,1/26/2022 7:54,Present on time
Lavonna,Wolny,332573,11,1/26/2022 7:54,Present on time
Flo,Bookamer,3745485,10,1/26/2022 7:55,Present on time
Jeanice,Claucherty,8711638,9,1/26/2022 7:55,Present on time
Lawanda,Jacocks,3486654,9,1/26/2022 7:55,Present on time
Hollis,Keomuangtai,2881455,9,1/26/2022 7:55,Present on time
Maile,Linahan,461667,11,1/26/2022 7:55,Present on time
Reyes,Mesmer,5245277,9,1/26/2022 7:55,Present on time
Colton,Pesqueira,7350414,9,1/26/2022 7:55,Present on time
Rickie,Plumer,523441,9,1/26/2022 7:55,Present on time
Hassie,Sarkin,6432518,9,1/26/2022 7:55,Present on time
Hermila,Thyberg,4716256,10,1/26/2022 7:55,Present on time
Nana,Wrinkles,7750264,11,1/26/2022 7:55,Present on time
Fausto,Agramonte,3762235,12,1/26/2022 7:56,Present on time
Judy,Aquas,5454462,10,1/26/2022 7:56,Present on time
Lonna,Diestel,661138,10,1/26/2022 7:56,Present on time
Lucia,Flipp,6325657,12,1/26/2022 7:56,Present on time
Shonda,Greenbush,8725277,10,1/26/2022 7:56,Present on time
Marguerita,Hiatt,5467567,11,1/26/2022 7:56,Present on time
Lera,Hua,6767243,10,1/26/2022 7:56,Present on time
Bok,Isaacs,1165642,11,1/26/2022 7:56,Present on time
Brendan,Kasperek,2537651,10,1/26/2022 7:56,Present on time
Lavelle,Lillywhite,2422074,11,1/26/2022 7:56,Present on time
Adell,Lipkin,5252255,9,1/26/2022 7:56,Present on time
Emmett,Mcshaw,3418728,9,1/26/2022 7:56,Present on time
Callie,Neikirk,5404841,10,1/26/2022 7:56,Present on time
Desirae,Oien,2667707,9,1/26/2022 7:56,Present on time
Yaeko,Orndoff,2332431,10,1/26/2022 7:56,Present on time
Jolene,Ostolaza,8826224,10,1/26/2022 7:56,Present on time
Tequila,Pelletier,7070761,10,1/26/2022 7:56,Present on time
Allene,Perera,341732,10,1/26/2022 7:56,Present on time
Nieves,Planty,3831717,10,1/26/2022 7:56,Present on time
Cathrine,Pontoriero,1540336,9,1/26/2022 7:56,Present on time
Jenelle,Regusters,5623135,11,1/26/2022 7:56,Present on time
Nakisha,Russi,3352446,12,1/26/2022 7:56,Present on time
Paz,Sahagun,7623283,12,1/26/2022 7:56,Present on time
Eladia,Saulter,1506441,12,1/26/2022 7:56,Present on time
Harris,Sheck,2225167,12,1/26/2022 7:56,Present on time
Florencia,Stadel,511120,12,1/26/2022 7:56,Present on time
Amber,Windell,7804554,9,1/26/2022 7:56,Present on time
Elvera,Benimadho,734231,10,1/26/2022 7:57,Present on time
Bulah,Berkoff,1227544,9,1/26/2022 7:57,Present on time
Lashaun,Casteneda,8687660,10,1/26/2022 7:57,Present on time
Ocie,Chreene,5575642,9,1/26/2022 7:57,Present on time
William,Cilento,2737288,12,1/26/2022 7:57,Present on time
Daniel,Dobler,7875377,10,1/26/2022 7:57,Present on time
Miss,Dunning,6056457,10,1/26/2022 7:57,Present on time
Rutha,Eisert,1842627,11,1/26/2022 7:57,Present on time
Latonia,Helander,7451655,11,1/26/2022 7:57,Present on time
Cecily,Hollack,8461172,9,1/26/2022 7:57,Present on time
Arlene,Klusman,467715,9,1/26/2022 7:57,Present on time
Sue,Kownacki,3237225,11,1/26/2022 7:57,Present on time
Nobuko,Logwood,1223266,9,1/26/2022 7:57,Present on time
Valene,Madson,7186767,11,1/26/2022 7:57,Present on time
Elli,Mclaird,8682011,10,1/26/2022 7:57,Present on time
Rikki,Montalgo,3771785,10,1/26/2022 7:57,Present on time
Percy,Neelon,8573861,10,1/26/2022 7:57,Present on time
Wilson,Nickelson,2244076,10,1/26/2022 7:57,Present on time
Gary,Nunlee,5534145,12,1/26/2022 7:57,Present on time
Iluminada,Ohms,2320264,9,1/26/2022 7:57,Present on time
Julianna,Racer,336627,11,1/26/2022 7:57,Present on time
Ellsworth,Rieg,3764564,9,1/26/2022 7:57,Present on time
Hillary,Skulski,1132227,10,1/26/2022 7:57,Present on time
Caprice,Suell,4351522,12,1/26/2022 7:57,Present on time
Lelia,Thiemann,2623576,12,1/26/2022 7:57,Present on time
Frank,Tryninewski,73257,9,1/26/2022 7:57,Present on time
Maurine,Yglesias,3545632,10,1/26/2022 7:57,Present on time
Sheridan,Zane,4667437,10,1/26/2022 7:57,Present on time
Sarah,Candlish,5535270,11,1/26/2022 7:58,Present on time
Scarlet,Cartan,8472224,11,1/26/2022 7:58,Present on time
Jolanda,Hanafan,1036410,9,1/26/2022 7:58,Present on time
Trevor,Harnist,363856,11,1/26/2022 7:58,Present on time
Ettie,Hoopengardner,3362158,11,1/26/2022 7:58,Present on time
Mitzie,Hudnall,2145413,10,1/26/2022 7:58,Present on time
Billi,Kazar,7511066,10,1/26/2022 7:58,Present on time
Lashaunda,Lizama,8232267,10,1/26/2022 7:58,Present on time
Mari,Lueckenbach,537404,11,1/26/2022 7:58,Present on time
Becky,Mirafuentes,7503676,11,1/26/2022 7:58,Present on time
Crissy,Pacholec,7507023,10,1/26/2022 7:58,Present on time
Talia,Riopelle,660436,9,1/26/2022 7:58,Present on time
Helene,Rodenberger,5423145,11,1/26/2022 7:58,Present on time
Youlanda,Schemmer,6652226,10,1/26/2022 7:58,Present on time
Dalene,Schoeneck,1443633,11,1/26/2022 7:58,Present on time
Lilli,Scriven,8422425,9,1/26/2022 7:58,Present on time
Kenia,Sharples,2457348,9,1/26/2022 7:58,Present on time
Layla,Springe,2734258,10,1/26/2022 7:58,Present on time
Tiffiny,Steffensmeier,325773,9,1/26/2022 7:58,Present on time
Kerry,Theodorov,6741741,10,1/26/2022 7:58,Present on time
Johnathon,Wadden,3433772,10,1/26/2022 7:58,Present on time
Apolonia,Warne,2776045,9,1/26/2022 7:58,Present on time
Lonny,Weglarz,7837214,11,1/26/2022 7:58,Present on time
Jerry,Zurcher,6524076,9,1/26/2022 7:58,Present on time
Delmy,Ahle,562453,11,1/26/2022 7:59,Present on time
Dorcas,Diebold,5676144,11,1/26/2022 7:59,Present on time
Brandon,Geigel,4811677,10,1/26/2022 7:59,Present on time
Elfrieda,Hinsch,646551,9,1/26/2022 7:59,Present on time
Leslee,Matsuno,8872725,10,1/26/2022 7:59,Present on time
Nichelle,Meteer,7136687,11,1/26/2022 7:59,Present on time
Krissy,Rauser,5243777,10,1/26/2022 7:59,Present on time
Kristeen,Turinetti,3648561,11,1/26/2022 7:59,Present on time
Jamal,Vanausdal,1565272,10,1/26/2022 7:59,Present on time
Dick,Wenzinger,7777682,10,1/26/2022 7:59,Present on time
France,Buzick,2135224,9,1/26/2022 8:00,Present on time
Angella,Cetta,7536502,11,1/26/2022 8:00,Present on time
Sharika,Eanes,7647732,12,1/26/2022 8:00,Present on time
Ailene,Friedman,4362185,11,1/26/2022 8:00,Present on time
Eric,Gazzola,4466377,12,1/26/2022 8:00,Present on time
Mable,Goerke,7627000,9,1/26/2022 8:00,Present on time
Alex,Loader,6576768,9,1/26/2022 8:00,Present on time
Johna,Magathan,1346611,10,1/26/2022 8:00,Present on time
Blair,Malet,7822000,10,1/26/2022 8:00,Present on time
Shawna,Palaspas,3434434,12,1/26/2022 8:00,Present on time
Rosalind,Persechino,2341746,10,1/26/2022 8:00,Present on time
Carmen,Sweigard,4144717,10,1/26/2022 8:00,Present on time
Tasia,Andreason,3110728,11,1/26/2022 8:01,Present on time
Rhea,Aredondo,4547516,10,1/26/2022 8:01,Present on time
Lindsey,Arnoldi,248231,9,1/26/2022 8:01,Present on time
Alana,Blackmon,5623681,9,1/26/2022 8:01,Present on time
An,Dosal,3512115,10,1/26/2022 8:01,Present on time
Elouise,Gwalthney,170118,10,1/26/2022 8:01,Present on time
Blossom,Kraatz,302867,10,1/26/2022 8:01,Present on time
Belen,Nelton,2086406,12,1/26/2022 8:01,Present on time
Erick,Nievas,4675635,10,1/26/2022 8:01,Present on time
Mattie,Poquette,7442771,12,1/26/2022 8:01,Present on time
Lauryn,Randol,5536817,11,1/26/2022 8:01,Present on time
Jacqueline,Rowling,7624521,10,1/26/2022 8:01,Present on time
Yolande,Staiano,3474303,10,1/26/2022 8:01,Present on time
Latrice,Tolfree,7571365,9,1/26/2022 8:01,Present on time
Yuki,Whobrey,5214167,11,1/26/2022 8:01,Present on time
Denny,Amazan,2260826,10,1/26/2022 8:02,Present on time
Jutta,Amyot,4514211,12,1/26/2022 8:02,Present on time
Lauran,Burnard,6513781,9,1/26/2022 8:02,Present on time
Ronny,Caiafa,8050444,9,1/26/2022 8:02,Present on time
Avery,Demus,4675147,10,1/26/2022 8:02,Present on time
Christiane,Eschberger,6767650,11,1/26/2022 8:02,Present on time
An,Fritz,3646754,10,1/26/2022 8:02,Present on time
Lettie,Isenhower,5728018,9,1/26/2022 8:02,Present on time
Noe,Kotz,6822142,10,1/26/2022 8:02,Present on time
Boris,Latif,4631563,9,1/26/2022 8:02,Present on time
Elina,Maury,1186286,12,1/26/2022 8:02,Present on time
Armanda,Mcduffie,4255368,10,1/26/2022 8:02,Present on time
Truman,Mondale,6715522,11,1/26/2022 8:02,Present on time
Taryn,Moyd,6730543,10,1/26/2022 8:02,Present on time
Jovita,Oles,8667314,10,1/26/2022 8:02,Present on time
Gregoria,Pawlowicz,6733213,11,1/26/2022 8:02,Present on time
Jeannine,Rippy,1436217,12,1/26/2022 8:02,Present on time
Brice,Rowe,2818732,10,1/26/2022 8:02,Present on time
Solange,Shinko,3887764,9,1/26/2022 8:02,Present on time
Krystal,Twyman,1684733,11,1/26/2022 8:02,Present on time
Shawnda,Yori,8437515,10,1/26/2022 8:02,Present on time
Paulina,Arand,2726767,11,1/26/2022 8:03,Present on time
Aleisha,Areizaga,2625514,10,1/26/2022 8:03,Present on time
Lindsey,Dilello,4217214,11,1/26/2022 8:03,Present on time
Caren,Doscher,4733533,10,1/26/2022 8:03,Present on time
Jillian,Hailstone,5352563,10,1/26/2022 8:03,Present on time
Mozelle,Hermon,4443765,12,1/26/2022 8:03,Present on time
Fernanda,Jillson,7276237,10,1/26/2022 8:03,Present on time
Earleen,Mai,3372672,11,1/26/2022 8:03,Present on time
Providencia,Marien,7305431,10,1/26/2022 8:03,Present on time
Lashawnda,Stuer,2307383,9,1/26/2022 8:03,Present on time
Catalina,Tillotson,6347144,11,1/26/2022 8:03,Present on time
Kanisha,Waycott,3213602,11,1/26/2022 8:03,Present on time
Gregg,Epperheimer,370412,10,1/26/2022 8:04,Present on time
Lavonda,Hengel,6221852,10,1/26/2022 8:04,Present on time
Marleen,Hennon,3437724,10,1/26/2022 8:04,Present on time
Noah,Kalafatis,3554142,12,1/26/2022 8:04,Present on time
Abel,Maclead,4227776,12,1/26/2022 8:04,Present on time
Kris,Marrier,6744435,11,1/26/2022 8:04,Present on time
Luann,Michon,7844423,11,1/26/2022 8:04,Present on time
Toi,Rollison,5754143,10,1/26/2022 8:04,Present on time
Louis,Zarling,1264536,11,1/26/2022 8:04,Present on time
Titus,Dugre,2373784,9,1/26/2022 8:05,Present on time
Michal,Gunyan,2166515,10,1/26/2022 8:05,Present on time
Ronnie,Kettelle,1412700,9,1/26/2022 8:05,Present on time
Steffanie,Meinen,7217245,9,1/26/2022 8:05,Present on time
Gayla,Schnitzler,4423275,9,1/26/2022 8:05,Present on time
Hubert,Walthall,1387560,12,1/26/2022 8:05,Present on time
Dahlia,Benett,7726454,12,1/26/2022 8:06,Present on time
Kristofer,Bennick,7654760,11,1/26/2022 8:06,Present on time
Nicolette,Brossart,6767344,12,1/26/2022 8:06,Present on time
Loreen,Griepentrog,8704814,12,1/26/2022 8:06,Present on time
Ryan,Harnos,2265584,12,1/26/2022 8:06,Present on time
Jettie,Mconnell,7053326,12,1/26/2022 8:06,Present on time
Laticia,Merced,1251016,12,1/26/2022 8:06,Present on time
Billye,Miro,4177825,12,1/26/2022 8:06,Present on time
Lavera,Perin,3056247,12,1/26/2022 8:06,Present on time
Alesia,Hixenbaugh,8155508,11,1/26/2022 8:07,Present on time
Thurman,Manno,2774236,12,1/26/2022 8:07,Present on time
Vincent,Meinerding,2767776,12,1/26/2022 8:07,Present on time
Jin,Perry,7341513,11,1/26/2022 8:07,Present on time
Demetra,Peth,5765171,10,1/26/2022 8:07,Present on time
Alisha,Slusarski,3186331,9,1/26/2022 8:07,Present on time
Martina,Staback,567107,12,1/26/2022 8:07,Present on time
Ernie,Stenseth,8565017,12,1/26/2022 8:07,Present on time
Stephaine,Vinning,5605253,10,1/26/2022 8:07,Present on time
Kiley,Caldarera,377836,10,1/26/2022 8:08,Present on time
Shala,Ogle,3126541,12,1/26/2022 8:08,Present on time
Rozella,Ostrosky,2565811,10,1/26/2022 8:08,Present on time
Herminia,Penso,1313404,12,1/26/2022 8:08,Present on time
Leontine,Stalma,1033112,12,1/26/2022 8:08,Present on time
Dianne,Tomasic,2264714,9,1/26/2022 8:08,Present on time
Josephine,Darakjy,2682613,11,1/26/2022 8:09,Present on time
Simona,Morasca,5123202,11,1/26/2022 8:09,Present on time
Katina,Polidori,3062127,9,1/26/2022 8:09,Present on time
Annamae,Beliles,2752771,11,1/26/2022 8:10,Tardy
Tandra,Castillanos,2062615,10,1/26/2022 8:10,Tardy
Lezlie,Craghead,6147281,9,1/26/2022 8:10,Tardy
Chandra,Firlik,6328462,12,1/26/2022 8:10,Present on time
Aileen,Klukken,5862872,10,1/26/2022 8:10,Tardy
Mollie,Mcdoniel,4342514,12,1/26/2022 8:10,Tardy
Vallie,Nigl,3205674,10,1/26/2022 8:10,Tardy
Carol,Normington,4723676,11,1/26/2022 8:10,Tardy
Daniel,Perruzza,5335457,11,1/26/2022 8:10,Tardy
Janine,Rhoden,6228577,12,1/26/2022 8:10,Tardy
Tyra,Shields,6625847,11,1/26/2022 8:10,Present on time
India,Sifford,2667728,12,1/26/2022 8:10,Tardy
Avery,Steier,443084,12,1/26/2022 8:10,Tardy
Nickie,Balonek,6110252,12,1/26/2022 8:11,Tardy
Glenn,Berray,4365772,12,1/26/2022 8:11,Tardy
Jani,Biddy,3371552,9,1/26/2022 8:11,Tardy
Rene,Granier,4262763,11,1/26/2022 8:11,Tardy
Shawnee,Kesten,1145323,9,1/26/2022 8:11,Tardy
Chi,Morgan,5445674,12,1/26/2022 8:11,Tardy
Celestine,Pritt,3362274,9,1/26/2022 8:11,Tardy
Lizette,Stem,151773,10,1/26/2022 8:11,Tardy
Margot,Storrs,1557103,12,1/26/2022 8:11,Tardy
Detra,Coyier,8646178,9,1/26/2022 8:12,Tardy
Zoila,Lannigan,6170652,12,1/26/2022 8:12,Tardy
Aron,Leuthold,554276,12,1/26/2022 8:12,Tardy
Dawne,Mcloud,2765826,11,1/26/2022 8:12,Tardy
Britt,Galam,7781762,12,1/26/2022 8:13,Tardy
Dolores,Moltz,3164774,12,1/26/2022 8:13,Tardy
Fidelia,Vilven,7061034,9,1/26/2022 8:13,Tardy
Iesha,Wardle,8765587,9,1/26/2022 8:13,Tardy
Georgiana,Colbath,4458257,9,1/26/2022 8:14,Tardy
Joaquin,Geitner,6378751,12,1/26/2022 8:14,Tardy
Helaine,Halter,315465,12,1/26/2022 8:14,Present on time
Oliva,Ramerez,7101753,11,1/26/2022 8:14,Tardy
Lynsey,Sport,7044557,10,1/26/2022 8:14,Tardy
Ernest,Syrop,5827301,12,1/26/2022 8:14,Tardy
Larae,Gudroe,5863218,12,1/26/2022 8:15,Tardy
Nydia,Ancar,5157202,11,1/26/2022 8:16,Tardy
Jacinta,Deppen,8753727,10,1/26/2022 8:16,Tardy
Gearldine,Haberle,5735664,9,1/26/2022 8:16,Tardy
Ricarda,Kratt,5335357,12,1/26/2022 8:16,Tardy
Denna,Miklitz,8124135,10,1/26/2022 8:16,Tardy
Starr,Prothro,1735862,12,1/26/2022 8:16,Tardy
Beatriz,Corrington,2273236,11,1/26/2022 8:17,Tardy
Albina,Glick,2403324,10,1/26/2022 8:17,Tardy
Shaun,Scovil,3560561,9,1/26/2022 8:17,Tardy
Beckie,Silvestrini,1224446,9,1/26/2022 8:17,Tardy
Chanel,Caudy,5737136,12,1/26/2022 8:18,Present on time
Casie,Good,1860118,11,1/26/2022 8:19,Tardy
Elfriede,Bakeley,6045452,12,1/26/2022 8:20,Present on time
Lisha,Centini,8524541,9,1/26/2022 8:21,Tardy
Shannan,Cupit,6134336,10,1/26/2022 8:21,Tardy
Curt,Kohlman,226167,12,1/26/2022 8:21,Tardy
Hui,Portaro,3536254,11,1/26/2022 8:21,Present on time
Allene,Iturbide,8237507,11,1/26/2022 8:22,Present on time
Adelina,Nabours,3374526,12,1/26/2022 8:22,Present on time
Terrilyn,Rodeigues,8643456,10,1/26/2022 8:22,Tardy
Polly,Sandusky,5352372,12,1/26/2022 8:22,Tardy
Tayna,Sine,2045532,12,1/26/2022 8:22,Present on time
Wynell,Dorshorst,1726433,9,1/26/2022 8:23,Tardy
Nobuko,Halsey,6366561,10,1/26/2022 8:23,Tardy
Dean,Ketelsen,6714140,11,1/26/2022 8:23,Tardy
Antonio,Unruh,361451,12,1/26/2022 8:23,Tardy
Raul,Upthegrove,2871554,12,1/26/2022 8:23,Tardy
Afton,Wrinkle,6626347,12,1/26/2022 8:23,Tardy
Coral,Brennick,2325224,9,1/26/2022 8:24,Tardy
Alecia,Bubash,7176047,12,1/26/2022 8:24,Tardy
Derick,Dhamer,6361536,12,1/26/2022 8:24,Present on time
Florinda,Mackedanz,3775207,10,1/26/2022 8:24,Tardy
Virgina,Tegarden,6267714,10,1/26/2022 8:24,Tardy
Christa,Cloutier,4075417,11,1/26/2022 8:25,Tardy
Stephen,Emigh,420463,10,1/26/2022 8:25,Tardy
Veronika,Inouye,8120114,9,1/26/2022 8:25,Tardy
Kindra,Dishong,4645751,12,1/26/2022 8:26,Tardy
Lorrie,Nestle,5382333,12,1/26/2022 8:26,Tardy
Josefa,Opitz,2151072,12,1/26/2022 8:27,Tardy
Lynelle,Auber,6625118,9,1/26/2022 8:28,Tardy
Gilma,Liukko,7033167,10,1/26/2022 8:28,Present on time
Bulah,Padilla,2122486,12,1/26/2022 8:28,Present on time
Cordelia,Storment,775624,12,1/26/2022 8:28,Present on time
Johnetta,Abdallah,5162046,12,1/26/2022 8:29,Present on time
Azalee,Aja,3413346,11,1/26/2022 8:29,Tardy
Gwenn,Suffield,2140216,11,1/26/2022 8:29,Tardy
Ruby,Sensibaugh,4175146,12,1/26/2022 8:35,Tardy
Otis,Luong,3062647,9,1/26/2022 8:36,Tardy
Giovanna,Bacho,6121403,10,1/26/2022 8:37,Tardy
Thersa,Davirro,4733773,12,1/26/2022 8:37,Present on time
Florinda,Haycock,6255623,11,1/26/2022 8:37,Tardy
Deeanna,Juhas,3702313,11,1/26/2022 8:37,Tardy
Joanne,Teoh,1124147,9,1/26/2022 8:37,Tardy
Sabine,Kaea,7171441,9,1/26/2022 8:38,Tardy
Markus,Lukasik,7742321,11,1/26/2022 8:38,Tardy
Merissa,Tomblin,1022643,12,1/26/2022 8:38,Present on time
Penney,Weight,841181,12,1/26/2022 8:38,Present on time
Carmela,Cookey,3548277,9,1/26/2022 8:39,Tardy
Roxane,Campain,6533517,10,1/26/2022 8:40,Tardy
Ligia,Reiber,1804756,12,1/26/2022 8:40,Tardy
Paola,Vielma,6353616,12,1/26/2022 8:40,Present on time
Alyce,Arias,6333332,10,1/26/2022 8:41,Tardy
Chaya,Malvin,6746548,10,1/26/2022 8:41,Tardy
Howard,Paulas,5756626,12,1/26/2022 8:41,Present on time
Alishia,Sergi,322545,9,1/26/2022 8:41,Tardy
Marcelle,Staie,6245138,10,1/26/2022 8:41,Tardy
Miesha,Walen,4432153,10,1/26/2022 8:41,Tardy
Caitlin,Julia,2245568,12,1/26/2022 8:42,Tardy
Willard,Kolmetz,3814527,12,1/26/2022 8:42,Tardy
Angelyn,Wieand,3555675,12,1/26/2022 8:42,Present on time
Willard,Lablanc,4364815,12,1/26/2022 8:43,Present on time
Leontine,Lafoy,1523513,10,1/26/2022 8:43,Present on time
Anjelica,Lovero,7744231,12,1/26/2022 8:43,Present on time
Kimbery,Madarang,5383445,12,1/26/2022 8:43,Present on time
Leota,Ragel,6522230,10,1/26/2022 8:43,Tardy
Refugia,Jacobos,6572312,12,1/26/2022 8:45,Tardy
Golda,Kaniecki,4543322,12,1/26/2022 8:45,Present on time
Monte,Tindal,2216374,12,1/26/2022 8:45,Present on time
Jaime,Wasurick,4176347,12,1/26/2022 8:46,Present on time
Natalie,Fern,5580276,9,1/26/2022 8:47,Tardy
Samira,Heintzman,7527614,12,1/26/2022 8:47,Tardy
Barney,Hagen,8822140,12,1/26/2022 8:49,Present on time
Rima,Bevelacqua,6827124,12,1/26/2022 8:50,Present on time
Donte,Kines,8567727,12,1/26/2022 8:50,Present on time
Dion,Lamastus,7738147,10,1/26/2022 8:50,Tardy
Devora,Perez,2237853,12,1/26/2022 8:50,Present on time
Fatima,Saylors,1641305,12,1/26/2022 8:50,Present on time
Azzie,Tuazon,3333542,12,1/26/2022 8:50,Present on time
Sherly,Vitrano,4555220,10,1/26/2022 8:50,Tardy
Melynda,Anstead,2114223,10,1/26/2022 8:51,Tardy
Joye,Nedman,3444114,11,1/26/2022 8:51,Present on time
Phuong,Sugai,5683017,12,1/26/2022 8:51,Present on time
Dyan,Oldroyd,1415471,12,1/26/2022 8:52,Present on time
Kimi,Selfe,2726430,11,1/26/2022 8:52,Present on time
Carman,Gudiel,3674156,12,1/26/2022 8:53,Present on time
Vanna,Pickle,5313625,12,1/26/2022 8:53,Present on time
Rodney,Lockamy,5635724,12,1/26/2022 8:55,Present on time
Luisa,Jurney,5338124,11,1/26/2022 8:56,Present on time
Claribel,Varriano,6334687,11,1/26/2022 8:57,Tardy
Jerry,Dallen,8147308,12,1/26/2022 8:58,Present on time
Nadine,Swartzbeck,8433082,12,1/26/2022 8:58,Present on time
Chuck,Berggren,4536675,9,1/26/2022 9:03,Tardy
Shenika,Seewald,1553183,11,1/26/2022 9:04,Present on time
Arlette,Honeywell,1712543,12,1/26/2022 9:05,Tardy
Lucina,Lary,5011675,12,1/26/2022 9:08,Tardy
Pamela,Mccoskey,4763602,12,1/26/2022 9:08,Tardy
Doretha,Wykle,5772524,12,1/26/2022 9:08,Tardy
Essie,Fitzke,4436077,12,1/26/2022 9:09,Tardy
Tish,Violett,7176137,12,1/26/2022 9:11,Present on time
Brunilda,Coin,6170541,12,1/26/2022 9:12,Present on time
Justine,Ferrario,2111422,12,1/26/2022 9:12,Present on time
Shasta,Canonico,2558165,12,1/26/2022 9:13,Present on time
Yoko,Fishburne,2773571,12,1/26/2022 9:17,Tardy
Raina,Brachle,3324350,12,1/26/2022 9:24,Present on time
Tom,Loeza,7726530,12,1/26/2022 9:24,Tardy
Louisa,Cronauer,2726333,12,1/26/2022 9:25,Tardy
Adria,Gilliam,3557812,12,1/26/2022 9:27,Tardy
Tenesha,Stropko,7307677,12,1/26/2022 9:27,Present on time
Francine,Vocelka,446370,12,1/26/2022 9:27,Tardy
Lizbeth,Kohl,7235535,11,1/26/2022 9:34,Tardy
Delsie,Cerao,2142072,12,1/26/2022 9:35,Present on time
Valentin,Klimek,8667416,12,1/26/2022 9:35,Tardy
Robt,Hankison,6516145,12,1/26/2022 9:36,Tardy
Vi,Rentfro,7527716,12,1/26/2022 9:36,Tardy
Merilyn,Bayless,4244242,12,1/26/2022 9:38,Present on time
Maddie,Foulds,2542630,12,1/26/2022 9:38,Tardy
Agustin,Lakatos,6232721,12,1/26/2022 9:38,Tardy
Lenna,Newville,2113334,11,1/26/2022 9:38,Tardy
Raymon,Calvaresi,5842044,11,1/26/2022 9:39,Tardy
Marge,Limmel,3182036,12,1/26/2022 9:45,Tardy
Lorrine,Worlds,5025273,12,1/26/2022 9:45,Tardy
Matt,Nickolich,6361631,12,1/26/2022 9:46,Present on time
Cecilia,Colaizzo,6813134,11,1/26/2022 9:49,Tardy
Cory,Gibes,4232820,12,1/26/2022 9:50,Tardy
Francoise,Rautenstrauch,6435642,12,1/26/2022 9:55,Tardy
Dalene,Riden,2104602,12,1/26/2022 9:55,Tardy
Annmarie,Castros,5675822,12,1/26/2022 10:04,Tardy
Myra,Palenik,5223645,11,1/26/2022 10:12,Tardy
Izetta,Dewar,4852633,10,1/26/2022 10:21,Tardy
Shad,Reider,1437474,12,1/26/2022 10:29,Tardy
Kimbery,Plikerd,5075222,10,1/26/2022 10:33,Tardy
Shawnna,Arredondo,4262628,11,1/26/2022 10:34,Tardy
Cassi,Wildfong,7407022,11,1/26/2022 10:34,Tardy
Barrett,Toyama,8725554,10,1/26/2022 11:23,Tardy
Bette,Digiovanni,5527847,12,1/26/2022 11:27,Tardy
Meaghan,Garufi,8362111,9,1/26/2022 11:27,Tardy
Bette,Nicka,8513312,12,1/26/2022 11:32,Tardy
Antonette,Stimac,5513217,12,1/26/2022 11:32,Tardy
Jacquline,Libbey,7360125,12,1/26/2022 11:58,Tardy
Bong,Fears,1784332,10,1/26/2022 13:31,Tardy
Sylvia,Cousey,8412701,10,1/27/2022 7:00,Present on time
Reita,Leto,8156446,11,1/27/2022 7:00,Present on time
Maile,Linahan,461667,11,1/27/2022 7:00,Present on time
Sylvie,Ryser,1312263,12,1/27/2022 7:00,Present on time
Stephaine,Barfield,2413567,12,1/27/2022 7:01,Present on time
Celeste,Korando,6282077,11,1/27/2022 7:02,Present on time
Lenna,Paprocki,8333415,11,1/27/2022 7:02,Present on time
Cletus,Stapels,7871543,11,1/27/2022 7:04,Present on time
Vanda,Tentler,6036141,12,1/27/2022 7:04,Present on time
Stephane,Myricks,78616,9,1/27/2022 7:05,Present on time
Ozell,Shealy,1076186,9,1/27/2022 7:05,Present on time
Kattie,Vonasek,4547426,9,1/27/2022 7:06,Present on time
Rosalyn,Mcspedon,5638827,10,1/27/2022 7:09,Present on time
Mari,Lueckenbach,537404,11,1/27/2022 7:10,Present on time
Lorrie,Nestle,5382333,12,1/27/2022 7:10,Present on time
Laurel,Pagliuca,5556446,12,1/27/2022 7:10,Present on time
Annelle,Tagala,160033,12,1/27/2022 7:10,Present on time
Emerson,Bowley,3625453,9,1/27/2022 7:11,Present on time
Kirk,Herritt,1381417,11,1/27/2022 7:13,Present on time
Malcolm,Tromblay,2721571,12,1/27/2022 7:13,Present on time
Rochell,Wetherby,5007656,11,1/27/2022 7:13,Present on time
Geoffrey,Acey,3334583,10,1/27/2022 7:15,Present on time
Ma,Layous,1633611,11,1/27/2022 7:15,Present on time
Lyla,Fucillo,4151320,10,1/27/2022 7:16,Present on time
Dierdre,Yum,6062256,12,1/27/2022 7:16,Present on time
Barney,Dewer,2413650,12,1/27/2022 7:17,Present on time
Corinne,Loder,1667724,10,1/27/2022 7:17,Present on time
Christiane,Eschberger,6767650,11,1/27/2022 7:18,Present on time
Nguyet,Kitchens,1132735,11,1/27/2022 7:18,Present on time
Alison,Mahlum,8480202,10,1/27/2022 7:18,Present on time
Hannah,Suero,2456316,11,1/27/2022 7:18,Present on time
King,Suman,3524751,9,1/27/2022 7:18,Present on time
Precious,Dubray,7613656,11,1/27/2022 7:19,Present on time
Lea,Steinhaus,6325162,11,1/27/2022 7:19,Present on time
Yan,Bubrig,4142502,12,1/27/2022 7:20,Present on time
Chu,Collopy,6318457,9,1/27/2022 7:21,Present on time
Ivette,Dills,871547,10,1/27/2022 7:21,Present on time
Lenita,Darbro,7526250,10,1/27/2022 7:22,Present on time
Shelba,Kast,353511,10,1/27/2022 7:22,Present on time
Moon,Parlato,3747144,9,1/27/2022 7:22,Present on time
Junita,Stoltzman,5441037,12,1/27/2022 7:22,Present on time
Lasandra,Frisinger,6160373,11,1/27/2022 7:23,Present on time
Sanda,Laramie,133617,10,1/27/2022 7:23,Present on time
