Date,First,Last,StudentID,CourseSection,Attendance,Teacher,Period,Grade
1/24/2022,Catalina,Tillotson,6347144,EE85-01,P,"Julye, G",3,11
1/24/2022,Claribel,Varriano,6334687,EE85-01,P,"Julye, G",3,11
1/24/2022,Art,Venere,4300616,EE85-01,A,"Julye, G",3,11
1/24/2022,Lonny,Weglarz,7837214,EE85-01,P,"Julye, G",3,11
1/24/2022,Lavonna,Wolny,332573,EE85-01,P,"Julye, G",3,11
1/24/2022,Nana,Wrinkles,7750264,EE85-01,P,"Julye, G",3,11
1/24/2022,Ahmed,Angalich,2027823,EE85-02,P,"Julye, G",6,11
1/24/2022,Alyce,Arias,6333332,EE85-02,P,"Julye, G",6,10
1/24/2022,Kristofer,Bennick,7654760,EE85-02,P,"Julye, G",6,11
1/24/2022,Sarah,Candlish,5535270,EE85-02,P,"Julye, G",6,11
1/24/2022,Willetta,Cesa,4687546,EE85-02,P,"Julye, G",6,11
1/24/2022,Diane,Devreese,6245601,EE85-02,P,"Julye, G",6,11
1/24/2022,Roselle,Estell,1177373,EE85-02,P,"Julye, G",6,11
1/24/2022,Lai,Gato,2651822,EE85-02,P,"Julye, G",6,11
1/24/2022,Trevor,Harnist,363856,EE85-02,P,"Julye, G",6,11
1/24/2022,Roosevelt,Hoffis,3343571,EE85-02,A,"Julye, G",6,11
1/24/2022,Ettie,Hoopengardner,3362158,EE85-02,P,"Julye, G",6,11
1/24/2022,Bok,Isaacs,1165642,EE85-02,A,"Julye, G",6,11
1/24/2022,Luisa,Jurney,5338124,EE85-02,A,"Julye, G",6,11
1/24/2022,Carla,Kallenberger,6140864,EE85-02,P,"Julye, G",6,11
1/24/2022,Regenia,Kannady,6432220,EE85-02,A,"Julye, G",6,11
1/24/2022,Nguyet,Kitchens,1132735,EE85-02,P,"Julye, G",6,11
1/24/2022,Buck,Kotow,5762477,EE85-02,P,"Julye, G",6,11
1/24/2022,Joye,Nedman,3444114,EE85-02,A,"Julye, G",6,11
1/24/2022,Dorsey,Neitzke,7425725,EE85-02,A,"Julye, G",6,11
1/24/2022,Ashton,Nitchals,5541156,EE85-02,P,"Julye, G",6,11
1/24/2022,Vivan,Oppy,4640404,EE85-02,P,"Julye, G",6,11
1/24/2022,Myra,Palenik,5223645,EE85-02,P,"Julye, G",6,11
1/24/2022,Lenna,Paprocki,8333415,EE85-02,P,"Julye, G",6,11
1/24/2022,Arminda,Parvis,338863,EE85-02,P,"Julye, G",6,11
1/24/2022,Hui,Portaro,3536254,EE85-02,P,"Julye, G",6,11
1/24/2022,Silva,Riviere,4644552,EE85-02,A,"Julye, G",6,11
1/24/2022,Ria,Steinhorst,2055678,EE85-02,A,"Julye, G",6,11
1/24/2022,Gwenn,Suffield,2140216,EE85-02,P,"Julye, G",6,11
1/24/2022,Leanna,Tijerina,2382843,EE85-02,P,"Julye, G",6,11
1/24/2022,Krystal,Twyman,1684733,EE85-02,P,"Julye, G",6,11
1/24/2022,Ciara,Ventura,5656312,EE85-02,P,"Julye, G",6,11
1/24/2022,Kanisha,Waycott,3213602,EE85-02,P,"Julye, G",6,11
1/24/2022,Rochell,Wetherby,5007656,EE85-02,P,"Julye, G",6,11
1/24/2022,Cassi,Wildfong,7407022,EE85-02,P,"Julye, G",6,11
1/24/2022,Margurite,Brake,6867273,EE85-04,P,"Julye, G",9,11
1/24/2022,Raymon,Calvaresi,5842044,EE85-04,P,"Julye, G",9,11
1/24/2022,Scarlet,Cartan,8472224,EE85-04,P,"Julye, G",9,11
1/24/2022,Ezekiel,Chui,2375705,EE85-04,P,"Julye, G",9,11
1/24/2022,Christa,Cloutier,4075417,EE85-04,P,"Julye, G",9,11
1/24/2022,Beatriz,Corrington,2273236,EE85-04,P,"Julye, G",9,11
1/24/2022,Kenneth,Drizin,41158,EE85-04,P,"Julye, G",9,11
1/24/2022,Truman,Feichtner,5331577,EE85-04,A,"Julye, G",9,11
1/24/2022,Susy,Finstad,4452746,EE85-04,P,"Julye, G",9,11
1/24/2022,Jesusita,Flister,4388827,EE85-04,P,"Julye, G",9,11
1/24/2022,Ailene,Friedman,4362185,EE85-04,P,"Julye, G",9,11
1/24/2022,Argelia,Hofbauer,5013702,EE85-04,A,"Julye, G",9,11
1/24/2022,Claudio,Hummell,6655523,EE85-04,P,"Julye, G",9,11
1/24/2022,Corazon,Ivaska,7721062,EE85-04,P,"Julye, G",9,11
1/24/2022,Deeanna,Juhas,3702313,EE85-04,P,"Julye, G",9,11
1/24/2022,Karan,Karpin,5637177,EE85-04,P,"Julye, G",9,11
1/24/2022,Dean,Ketelsen,6714140,EE85-04,A,"Julye, G",9,11
1/24/2022,Karrie,Kinikini,4542626,EE85-04,P,"Julye, G",9,11
1/24/2022,Salina,Knavel,3430374,EE85-04,A,"Julye, G",9,11
1/24/2022,Sue,Kownacki,3237225,EE85-04,P,"Julye, G",9,11
1/24/2022,Mari,Lueckenbach,537404,EE85-04,P,"Julye, G",9,11
1/24/2022,Kris,Marrier,6744435,EE85-04,P,"Julye, G",9,11
1/24/2022,Justine,Mugnolo,6122400,EE85-04,P,"Julye, G",9,11
1/24/2022,Vonda,Normandeau,4205775,EE85-04,A,"Julye, G",9,11
1/24/2022,Ryan,Phibbs,1426614,EE85-04,P,"Julye, G",9,11
1/24/2022,Xuan,Rochin,8631742,EE85-04,A,"Julye, G",9,11
1/24/2022,Tennie,Santanna,8217605,EE85-04,A,"Julye, G",9,11
1/24/2022,Cletus,Stapels,7871543,EE85-04,A,"Julye, G",9,11
1/24/2022,Lea,Steinhaus,6325162,EE85-04,P,"Julye, G",9,11
1/24/2022,Kristeen,Turinetti,3648561,EE85-04,P,"Julye, G",9,11
1/24/2022,Malcom,Vereen,5817185,EE85-04,P,"Julye, G",9,11
1/24/2022,Yuki,Whobrey,5214167,EE85-04,P,"Julye, G",9,11
1/25/2022,Melynda,Anstead,2114223,EE83-02,P,"Julye, G",4,10
1/25/2022,Darci,Arau,2726241,EE83-02,A,"Julye, G",4,10
1/25/2022,Verlene,Billow,4353663,EE83-02,P,"Julye, G",4,10
1/25/2022,Roxane,Campain,6533517,EE83-02,A,"Julye, G",4,10
1/25/2022,Jacinta,Deppen,8753727,EE83-02,A,"Julye, G",4,10
1/25/2022,Bev,Dermo,716723,EE83-02,P,"Julye, G",4,10
1/25/2022,Sherell,Despain,1111368,EE83-02,P,"Julye, G",4,10
1/25/2022,Stephen,Emigh,420463,EE83-02,P,"Julye, G",4,10
1/25/2022,Albina,Glick,2403324,EE83-02,P,"Julye, G",4,10
1/25/2022,Nieves,Gotter,5666165,EE83-02,A,"Julye, G",4,10
1/25/2022,Nobuko,Halsey,6366561,EE83-02,A,"Julye, G",4,10
1/25/2022,Clorinda,Heimann,6024478,EE83-02,P,"Julye, G",4,10
1/25/2022,Phyliss,Huelse,8333281,EE83-02,A,"Julye, G",4,10
1/25/2022,Fernanda,Jillson,7276237,EE83-02,P,"Julye, G",4,10
1/25/2022,Shelba,Kast,353511,EE83-02,P,"Julye, G",4,10
1/25/2022,Billi,Kazar,7511066,EE83-02,P,"Julye, G",4,10
1/25/2022,Jacquline,Libbey,7360125,EE83-02,A,"Julye, G",4,12
1/25/2022,Alison,Mahlum,8480202,EE83-02,P,"Julye, G",4,10
1/25/2022,Leslee,Matsuno,8872725,EE83-02,P,"Julye, G",4,10
1/25/2022,Taryn,Moyd,6730543,EE83-02,P,"Julye, G",4,10
1/25/2022,Wilson,Nickelson,2244076,EE83-02,P,"Julye, G",4,10
1/25/2022,Ollie,Oliverson,4703371,EE83-02,A,"Julye, G",4,10
1/25/2022,Jolene,Ostolaza,8826224,EE83-02,P,"Julye, G",4,10
1/25/2022,Brice,Rowe,2818732,EE83-02,P,"Julye, G",4,10
1/25/2022,Freeman,Rudig,5480146,EE83-02,P,"Julye, G",4,10
1/25/2022,Twila,Shadle,5545374,EE83-02,P,"Julye, G",4,10
1/25/2022,Hillary,Skulski,1132227,EE83-02,P,"Julye, G",4,10
1/25/2022,Virgina,Tegarden,6267714,EE83-02,P,"Julye, G",4,10
1/25/2022,Barrett,Toyama,8725554,EE83-02,P,"Julye, G",4,10
1/25/2022,Lucy,Treston,3841766,EE83-02,A,"Julye, G",4,10
1/25/2022,Miesha,Walen,4432153,EE83-02,P,"Julye, G",4,10
1/25/2022,Stevie,Westerbeck,4354813,EE83-02,P,"Julye, G",4,10
1/25/2022,Maurine,Yglesias,3545632,EE83-02,A,"Julye, G",4,10
1/25/2022,Sheridan,Zane,4667437,EE83-02,P,"Julye, G",4,10
1/25/2022,Barbra,Adkin,5053664,EE83-04,P,"Julye, G",7,10
1/25/2022,Judy,Aquas,5454462,EE83-04,P,"Julye, G",7,10
1/25/2022,Lashaun,Casteneda,8687660,EE83-04,P,"Julye, G",7,10
1/25/2022,Zona,Colla,5346247,EE83-04,P,"Julye, G",7,10
1/25/2022,Shoshana,Courter,4040207,EE83-04,A,"Julye, G",7,10
1/25/2022,Avery,Demus,4675147,EE83-04,P,"Julye, G",7,10
1/25/2022,Ivette,Dills,871547,EE83-04,P,"Julye, G",7,10
1/25/2022,Mabel,Elmquist,7112208,EE83-04,P,"Julye, G",7,10
1/25/2022,Lavonda,Hengel,6221852,EE83-04,P,"Julye, G",7,10
1/25/2022,Kate,Keneipp,3451621,EE83-04,P,"Julye, G",7,10
1/25/2022,Chau,Kitzman,5773524,EE83-04,A,"Julye, G",7,10
1/25/2022,Noe,Kotz,6822142,EE83-04,A,"Julye, G",7,10
1/25/2022,Willow,Kusko,1646310,EE83-04,A,"Julye, G",7,10
1/25/2022,Reena,Maisto,7234513,EE83-04,P,"Julye, G",7,10
1/25/2022,Providencia,Marien,7305431,EE83-04,P,"Julye, G",7,10
1/25/2022,Noel,Marrazzo,5770321,EE83-04,A,"Julye, G",7,10
1/25/2022,Leonora,Mauson,8666660,EE83-04,A,"Julye, G",7,10
1/25/2022,Armanda,Mcduffie,4255368,EE83-04,P,"Julye, G",7,10
1/25/2022,Herminia,Nicolozakes,6350877,EE83-04,P,"Julye, G",7,10
1/25/2022,Jovita,Oles,8667314,EE83-04,P,"Julye, G",7,10
1/25/2022,Crissy,Pacholec,7507023,EE83-04,P,"Julye, G",7,10
1/25/2022,Allene,Perera,341732,EE83-04,P,"Julye, G",7,10
1/25/2022,Thea,Petermeier,7364676,EE83-04,P,"Julye, G",7,10
1/25/2022,Maryann,Royster,1715473,EE83-04,P,"Julye, G",7,10
1/25/2022,Graciela,Ruta,5814220,EE83-04,A,"Julye, G",7,10
1/25/2022,Youlanda,Schemmer,6652226,EE83-04,P,"Julye, G",7,10
1/25/2022,Shalon,Shadrick,672351,EE83-04,P,"Julye, G",7,10
1/25/2022,Jimmie,Snelling,4811256,EE83-04,P,"Julye, G",7,10
1/25/2022,Lizette,Stem,151773,EE83-04,P,"Julye, G",7,10
1/25/2022,Alberto,Stenquist,6373540,EE83-04,P,"Julye, G",7,10
1/25/2022,Kerry,Theodorov,6741741,EE83-04,P,"Julye, G",7,10
1/25/2022,Hermila,Thyberg,4716256,EE83-04,P,"Julye, G",7,10
1/25/2022,Viva,Toelkes,5177702,EE83-04,P,"Julye, G",7,10
1/25/2022,Stephaine,Vinning,5605253,EE83-04,P,"Julye, G",7,10
1/25/2022,Von,Aprigliano,8372565,EE85-01,P,"Julye, G",3,11
1/25/2022,Matthew,Armacost,3702422,EE85-01,P,"Julye, G",3,11
1/25/2022,Ira,Betterton,3567164,EE85-01,A,"Julye, G",3,11
1/25/2022,Hortencia,Bresser,3584562,EE85-01,P,"Julye, G",3,11
1/25/2022,Winfred,Brucato,3334157,EE85-01,P,"Julye, G",3,11
1/25/2022,Cortney,Choice,4123612,EE85-01,A,"Julye, G",3,11
1/25/2022,Haydee,Denooyer,5622610,EE85-01,P,"Julye, G",3,11
1/25/2022,Dorcas,Diebold,5676144,EE85-01,P,"Julye, G",3,11
1/25/2022,Pete,Dubaldi,2113782,EE85-01,A,"Julye, G",3,11
1/25/2022,Elena,Hairr,1820332,EE85-01,P,"Julye, G",3,11
1/25/2022,Harrison,Haufler,5377235,EE85-01,P,"Julye, G",3,11
1/25/2022,Florinda,Haycock,6255623,EE85-01,P,"Julye, G",3,11
1/25/2022,Alesia,Hixenbaugh,8155508,EE85-01,P,"Julye, G",3,11
1/25/2022,Ma,Layous,1633611,EE85-01,P,"Julye, G",3,11
1/25/2022,Rana,Lehn,8311533,EE85-01,P,"Julye, G",3,11
1/25/2022,Reita,Leto,8156446,EE85-01,P,"Julye, G",3,11
1/25/2022,Markus,Lukasik,7742321,EE85-01,P,"Julye, G",3,11
1/25/2022,Dawne,Mcloud,2765826,EE85-01,P,"Julye, G",3,11
1/25/2022,Truman,Mondale,6715522,EE85-01,P,"Julye, G",3,11
1/25/2022,Carol,Normington,4723676,EE85-01,P,"Julye, G",3,11
1/25/2022,Blondell,Pugh,6867271,EE85-01,A,"Julye, G",3,11
1/25/2022,Marnie,Purslow,3156540,EE85-01,P,"Julye, G",3,11
1/25/2022,Jenelle,Regusters,5623135,EE85-01,P,"Julye, G",3,11
1/25/2022,Benedict,Sama,1743425,EE85-01,P,"Julye, G",3,11
1/25/2022,Dalene,Schoeneck,1443633,EE85-01,P,"Julye, G",3,11
1/25/2022,Shenika,Seewald,1553183,EE85-01,P,"Julye, G",3,11
1/25/2022,Kimi,Selfe,2726430,EE85-01,P,"Julye, G",3,11
1/25/2022,Peggie,Sturiale,2232200,EE85-01,P,"Julye, G",3,11
1/25/2022,Catalina,Tillotson,6347144,EE85-01,P,"Julye, G",3,11
1/25/2022,Claribel,Varriano,6334687,EE85-01,A,"Julye, G",3,11
1/25/2022,Art,Venere,4300616,EE85-01,A,"Julye, G",3,11
1/25/2022,Lonny,Weglarz,7837214,EE85-01,P,"Julye, G",3,11
1/25/2022,Lavonna,Wolny,332573,EE85-01,P,"Julye, G",3,11
1/25/2022,Nana,Wrinkles,7750264,EE85-01,P,"Julye, G",3,11
1/25/2022,Ahmed,Angalich,2027823,EE85-02,P,"Julye, G",6,11
1/25/2022,Alyce,Arias,6333332,EE85-02,P,"Julye, G",6,10
1/25/2022,Kristofer,Bennick,7654760,EE85-02,P,"Julye, G",6,11
1/25/2022,Sarah,Candlish,5535270,EE85-02,P,"Julye, G",6,11
1/25/2022,Willetta,Cesa,4687546,EE85-02,P,"Julye, G",6,11
1/25/2022,Diane,Devreese,6245601,EE85-02,P,"Julye, G",6,11
1/25/2022,Roselle,Estell,1177373,EE85-02,P,"Julye, G",6,11
1/25/2022,Lai,Gato,2651822,EE85-02,A,"Julye, G",6,11
1/25/2022,Trevor,Harnist,363856,EE85-02,P,"Julye, G",6,11
1/25/2022,Roosevelt,Hoffis,3343571,EE85-02,A,"Julye, G",6,11
1/25/2022,Ettie,Hoopengardner,3362158,EE85-02,P,"Julye, G",6,11
1/25/2022,Bok,Isaacs,1165642,EE85-02,A,"Julye, G",6,11
1/25/2022,Luisa,Jurney,5338124,EE85-02,A,"Julye, G",6,11
1/25/2022,Carla,Kallenberger,6140864,EE85-02,P,"Julye, G",6,11
1/25/2022,Regenia,Kannady,6432220,EE85-02,A,"Julye, G",6,11
1/25/2022,Nguyet,Kitchens,1132735,EE85-02,P,"Julye, G",6,11
1/25/2022,Buck,Kotow,5762477,EE85-02,P,"Julye, G",6,11
1/25/2022,Joye,Nedman,3444114,EE85-02,A,"Julye, G",6,11
1/25/2022,Dorsey,Neitzke,7425725,EE85-02,A,"Julye, G",6,11
1/25/2022,Ashton,Nitchals,5541156,EE85-02,P,"Julye, G",6,11
1/25/2022,Vivan,Oppy,4640404,EE85-02,P,"Julye, G",6,11
1/25/2022,Myra,Palenik,5223645,EE85-02,P,"Julye, G",6,11
1/25/2022,Lenna,Paprocki,8333415,EE85-02,P,"Julye, G",6,11
1/25/2022,Arminda,Parvis,338863,EE85-02,P,"Julye, G",6,11
1/25/2022,Hui,Portaro,3536254,EE85-02,P,"Julye, G",6,11
1/25/2022,Silva,Riviere,4644552,EE85-02,A,"Julye, G",6,11
1/25/2022,Ria,Steinhorst,2055678,EE85-02,A,"Julye, G",6,11
1/25/2022,Gwenn,Suffield,2140216,EE85-02,A,"Julye, G",6,11
1/25/2022,Leanna,Tijerina,2382843,EE85-02,P,"Julye, G",6,11
1/25/2022,Krystal,Twyman,1684733,EE85-02,P,"Julye, G",6,11
1/25/2022,Ciara,Ventura,5656312,EE85-02,P,"Julye, G",6,11
1/25/2022,Kanisha,Waycott,3213602,EE85-02,P,"Julye, G",6,11
1/25/2022,Rochell,Wetherby,5007656,EE85-02,P,"Julye, G",6,11
1/25/2022,Cassi,Wildfong,7407022,EE85-02,A,"Julye, G",6,11
1/25/2022,Margurite,Brake,6867273,EE85-04,P,"Julye, G",9,11
1/25/2022,Raymon,Calvaresi,5842044,EE85-04,P,"Julye, G",9,11
1/25/2022,Scarlet,Cartan,8472224,EE85-04,P,"Julye, G",9,11
1/25/2022,Ezekiel,Chui,2375705,EE85-04,P,"Julye, G",9,11
1/25/2022,Christa,Cloutier,4075417,EE85-04,P,"Julye, G",9,11
1/25/2022,Beatriz,Corrington,2273236,EE85-04,P,"Julye, G",9,11
1/25/2022,Kenneth,Drizin,41158,EE85-04,P,"Julye, G",9,11
1/25/2022,Truman,Feichtner,5331577,EE85-04,A,"Julye, G",9,11
1/25/2022,Susy,Finstad,4452746,EE85-04,P,"Julye, G",9,11
1/25/2022,Jesusita,Flister,4388827,EE85-04,A,"Julye, G",9,11
1/25/2022,Ailene,Friedman,4362185,EE85-04,P,"Julye, G",9,11
1/25/2022,Argelia,Hofbauer,5013702,EE85-04,A,"Julye, G",9,11
1/25/2022,Claudio,Hummell,6655523,EE85-04,P,"Julye, G",9,11
1/25/2022,Corazon,Ivaska,7721062,EE85-04,P,"Julye, G",9,11
1/25/2022,Deeanna,Juhas,3702313,EE85-04,A,"Julye, G",9,11
1/25/2022,Karan,Karpin,5637177,EE85-04,P,"Julye, G",9,11
1/25/2022,Dean,Ketelsen,6714140,EE85-04,P,"Julye, G",9,11
1/25/2022,Karrie,Kinikini,4542626,EE85-04,P,"Julye, G",9,11
1/25/2022,Salina,Knavel,3430374,EE85-04,A,"Julye, G",9,11
1/25/2022,Sue,Kownacki,3237225,EE85-04,P,"Julye, G",9,11
1/25/2022,Mari,Lueckenbach,537404,EE85-04,P,"Julye, G",9,11
1/25/2022,Kris,Marrier,6744435,EE85-04,P,"Julye, G",9,11
1/25/2022,Justine,Mugnolo,6122400,EE85-04,P,"Julye, G",9,11
1/25/2022,Vonda,Normandeau,4205775,EE85-04,A,"Julye, G",9,11
1/25/2022,Ryan,Phibbs,1426614,EE85-04,P,"Julye, G",9,11
1/25/2022,Xuan,Rochin,8631742,EE85-04,A,"Julye, G",9,11
1/25/2022,Tennie,Santanna,8217605,EE85-04,A,"Julye, G",9,11
1/25/2022,Cletus,Stapels,7871543,EE85-04,A,"Julye, G",9,11
1/25/2022,Lea,Steinhaus,6325162,EE85-04,P,"Julye, G",9,11
1/25/2022,Kristeen,Turinetti,3648561,EE85-04,P,"Julye, G",9,11
1/25/2022,Malcom,Vereen,5817185,EE85-04,P,"Julye, G",9,11
1/25/2022,Yuki,Whobrey,5214167,EE85-04,P,"Julye, G",9,11
1/26/2022,Melynda,Anstead,2114223,EE83-02,P,"Julye, G",4,10
1/26/2022,Darci,Arau,2726241,EE83-02,A,"Julye, G",4,10
1/26/2022,Verlene,Billow,4353663,EE83-02,P,"Julye, G",4,10
1/26/2022,Roxane,Campain,6533517,EE83-02,A,"Julye, G",4,10
1/26/2022,Jacinta,Deppen,8753727,EE83-02,A,"Julye, G",4,10
1/26/2022,Bev,Dermo,716723,EE83-02,A,"Julye, G",4,10
1/26/2022,Sherell,Despain,1111368,EE83-02,P,"Julye, G",4,10
1/26/2022,Stephen,Emigh,420463,EE83-02,P,"Julye, G",4,10
1/26/2022,Albina,Glick,2403324,EE83-02,P,"Julye, G",4,10
1/26/2022,Nieves,Gotter,5666165,EE83-02,A,"Julye, G",4,10
1/26/2022,Nobuko,Halsey,6366561,EE83-02,P,"Julye, G",4,10
1/26/2022,Clorinda,Heimann,6024478,EE83-02,P,"Julye, G",4,10
1/26/2022,Phyliss,Huelse,8333281,EE83-02,A,"Julye, G",4,10
1/26/2022,Fernanda,Jillson,7276237,EE83-02,P,"Julye, G",4,10
1/26/2022,Shelba,Kast,353511,EE83-02,P,"Julye, G",4,10
1/26/2022,Billi,Kazar,7511066,EE83-02,P,"Julye, G",4,10
1/26/2022,Jacquline,Libbey,7360125,EE83-02,A,"Julye, G",4,12
1/26/2022,Alison,Mahlum,8480202,EE83-02,P,"Julye, G",4,10
1/26/2022,Leslee,Matsuno,8872725,EE83-02,A,"Julye, G",4,10
1/26/2022,Taryn,Moyd,6730543,EE83-02,P,"Julye, G",4,10
1/26/2022,Wilson,Nickelson,2244076,EE83-02,P,"Julye, G",4,10
1/26/2022,Ollie,Oliverson,4703371,EE83-02,A,"Julye, G",4,10
1/26/2022,Jolene,Ostolaza,8826224,EE83-02,P,"Julye, G",4,10
1/26/2022,Brice,Rowe,2818732,EE83-02,P,"Julye, G",4,10
1/26/2022,Freeman,Rudig,5480146,EE83-02,P,"Julye, G",4,10
1/26/2022,Twila,Shadle,5545374,EE83-02,P,"Julye, G",4,10
1/26/2022,Hillary,Skulski,1132227,EE83-02,P,"Julye, G",4,10
1/26/2022,Virgina,Tegarden,6267714,EE83-02,P,"Julye, G",4,10
1/26/2022,Barrett,Toyama,8725554,EE83-02,A,"Julye, G",4,10
1/26/2022,Lucy,Treston,3841766,EE83-02,P,"Julye, G",4,10
1/26/2022,Miesha,Walen,4432153,EE83-02,P,"Julye, G",4,10
1/26/2022,Stevie,Westerbeck,4354813,EE83-02,P,"Julye, G",4,10
1/26/2022,Maurine,Yglesias,3545632,EE83-02,P,"Julye, G",4,10
1/26/2022,Sheridan,Zane,4667437,EE83-02,P,"Julye, G",4,10
1/26/2022,Barbra,Adkin,5053664,EE83-04,P,"Julye, G",7,10
1/26/2022,Judy,Aquas,5454462,EE83-04,P,"Julye, G",7,10
1/26/2022,Lashaun,Casteneda,8687660,EE83-04,P,"Julye, G",7,10
1/26/2022,Zona,Colla,5346247,EE83-04,P,"Julye, G",7,10
1/26/2022,Shoshana,Courter,4040207,EE83-04,A,"Julye, G",7,10
1/26/2022,Avery,Demus,4675147,EE83-04,P,"Julye, G",7,10
1/26/2022,Ivette,Dills,871547,EE83-04,P,"Julye, G",7,10
1/26/2022,Mabel,Elmquist,7112208,EE83-04,A,"Julye, G",7,10
1/26/2022,Lavonda,Hengel,6221852,EE83-04,P,"Julye, G",7,10
1/26/2022,Kate,Keneipp,3451621,EE83-04,P,"Julye, G",7,10
1/26/2022,Chau,Kitzman,5773524,EE83-04,A,"Julye, G",7,10
1/26/2022,Noe,Kotz,6822142,EE83-04,P,"Julye, G",7,10
1/26/2022,Willow,Kusko,1646310,EE83-04,P,"Julye, G",7,10
1/26/2022,Reena,Maisto,7234513,EE83-04,P,"Julye, G",7,10
1/26/2022,Providencia,Marien,7305431,EE83-04,P,"Julye, G",7,10
1/26/2022,Noel,Marrazzo,5770321,EE83-04,A,"Julye, G",7,10
1/26/2022,Leonora,Mauson,8666660,EE83-04,A,"Julye, G",7,10
1/26/2022,Armanda,Mcduffie,4255368,EE83-04,P,"Julye, G",7,10
1/26/2022,Herminia,Nicolozakes,6350877,EE83-04,P,"Julye, G",7,10
1/26/2022,Jovita,Oles,8667314,EE83-04,P,"Julye, G",7,10
1/26/2022,Crissy,Pacholec,7507023,EE83-04,P,"Julye, G",7,10
1/26/2022,Allene,Perera,341732,EE83-04,P,"Julye, G",7,10
1/26/2022,Thea,Petermeier,7364676,EE83-04,P,"Julye, G",7,10
1/26/2022,Maryann,Royster,1715473,EE83-04,A,"Julye, G",7,10
1/26/2022,Graciela,Ruta,5814220,EE83-04,A,"Julye, G",7,10
1/26/2022,Youlanda,Schemmer,6652226,EE83-04,P,"Julye, G",7,10
1/26/2022,Shalon,Shadrick,672351,EE83-04,P,"Julye, G",7,10
1/26/2022,Jimmie,Snelling,4811256,EE83-04,P,"Julye, G",7,10
1/26/2022,Lizette,Stem,151773,EE83-04,P,"Julye, G",7,10
1/26/2022,Alberto,Stenquist,6373540,EE83-04,P,"Julye, G",7,10
1/26/2022,Kerry,Theodorov,6741741,EE83-04,P,"Julye, G",7,10
1/26/2022,Hermila,Thyberg,4716256,EE83-04,P,"Julye, G",7,10
1/26/2022,Viva,Toelkes,5177702,EE83-04,P,"Julye, G",7,10
1/26/2022,Stephaine,Vinning,5605253,EE83-04,P,"Julye, G",7,10
1/26/2022,Von,Aprigliano,8372565,EE85-01,P,"Julye, G",3,11
1/26/2022,Matthew,Armacost,3702422,EE85-01,P,"Julye, G",3,11
1/26/2022,Ira,Betterton,3567164,EE85-01,A,"Julye, G",3,11
1/26/2022,Hortencia,Bresser,3584562,EE85-01,P,"Julye, G",3,11
1/26/2022,Winfred,Brucato,3334157,EE85-01,P,"Julye, G",3,11
1/26/2022,Cortney,Choice,4123612,EE85-01,P,"Julye, G",3,11
1/26/2022,Haydee,Denooyer,5622610,EE85-01,A,"Julye, G",3,11
1/26/2022,Dorcas,Diebold,5676144,EE85-01,P,"Julye, G",3,11
1/26/2022,Pete,Dubaldi,2113782,EE85-01,A,"Julye, G",3,11
1/26/2022,Elena,Hairr,1820332,EE85-01,P,"Julye, G",3,11
1/26/2022,Harrison,Haufler,5377235,EE85-01,P,"Julye, G",3,11
1/26/2022,Florinda,Haycock,6255623,EE85-01,P,"Julye, G",3,11
1/26/2022,Alesia,Hixenbaugh,8155508,EE85-01,P,"Julye, G",3,11
1/26/2022,Ma,Layous,1633611,EE85-01,P,"Julye, G",3,11
1/26/2022,Rana,Lehn,8311533,EE85-01,P,"Julye, G",3,11
1/26/2022,Reita,Leto,8156446,EE85-01,P,"Julye, G",3,11
1/26/2022,Markus,Lukasik,7742321,EE85-01,P,"Julye, G",3,11
1/26/2022,Dawne,Mcloud,2765826,EE85-01,A,"Julye, G",3,11
1/26/2022,Truman,Mondale,6715522,EE85-01,P,"Julye, G",3,11
1/26/2022,Carol,Normington,4723676,EE85-01,P,"Julye, G",3,11
1/26/2022,Blondell,Pugh,6867271,EE85-01,A,"Julye, G",3,11
1/26/2022,Marnie,Purslow,3156540,EE85-01,P,"Julye, G",3,11
1/26/2022,Jenelle,Regusters,5623135,EE85-01,P,"Julye, G",3,11
1/26/2022,Benedict,Sama,1743425,EE85-01,P,"Julye, G",3,11
1/26/2022,Dalene,Schoeneck,1443633,EE85-01,P,"Julye, G",3,11
1/26/2022,Shenika,Seewald,1553183,EE85-01,P,"Julye, G",3,11
1/26/2022,Kimi,Selfe,2726430,EE85-01,P,"Julye, G",3,11
1/26/2022,Peggie,Sturiale,2232200,EE85-01,A,"Julye, G",3,11
1/26/2022,Catalina,Tillotson,6347144,EE85-01,P,"Julye, G",3,11
1/26/2022,Claribel,Varriano,6334687,EE85-01,A,"Julye, G",3,11
1/26/2022,Art,Venere,4300616,EE85-01,A,"Julye, G",3,11
1/26/2022,Lonny,Weglarz,7837214,EE85-01,P,"Julye, G",3,11
1/26/2022,Lavonna,Wolny,332573,EE85-01,P,"Julye, G",3,11
1/26/2022,Nana,Wrinkles,7750264,EE85-01,P,"Julye, G",3,11
1/26/2022,Ahmed,Angalich,2027823,EE85-02,P,"Julye, G",6,11
1/26/2022,Alyce,Arias,6333332,EE85-02,P,"Julye, G",6,10
1/26/2022,Kristofer,Bennick,7654760,EE85-02,P,"Julye, G",6,11
1/26/2022,Sarah,Candlish,5535270,EE85-02,P,"Julye, G",6,11
1/26/2022,Willetta,Cesa,4687546,EE85-02,P,"Julye, G",6,11
1/26/2022,Diane,Devreese,6245601,EE85-02,P,"Julye, G",6,11
