StudentID,First,Last,Parent1Phone,Parent2Phone,ParentEmail
8544776,Annice,Peckens,250-727-7309,250-459-4257,apeckens@peckens.org
2346485,Jannette,Pedder,604-953-5335,604-889-3061,jpedder@pedder.com
6816164,Teddy,Pedrozo,203-892-3863,203-918-3939,teddy_pedrozo@aol.com
7352224,Candra,Peets,705-799-1235,705-462-8314,candra@hotmail.com
6752737,Mozell,Pelkowski,650-947-1215,650-960-1069,mpelkowski@pelkowski.org
7070761,Tequila,Pelletier,905-692-6934,905-353-9085,tequila_pelletier@cox.net
7734704,Shanice,Pennel,613-850-3405,613-270-1965,shanice.pennel@pennel.org
1313404,Herminia,Penso,780-740-5294,780-702-4324,hpenso@cox.net
341732,Allene,Perera,416-681-6822,416-806-8070,allene@yahoo.com
2237853,Devora,Perez,510-955-3016,510-755-9274,devora_perez@perez.org
3806521,Amie,Perigo,972-419-7946,972-898-1033,amie.perigo@yahoo.com
3056247,Lavera,Perin,305-606-7291,305-995-2078,lperin@perin.org
4117316,Paola,Perkins,780-573-8903,780-404-4349,paola.perkins@aol.com
5335457,Daniel,Perruzza,714-771-3880,714-531-1391,dperruzza@perruzza.com
7341513,Jin,Perry,416-463-6411,416-752-6995,jin_perry@gmail.com
2341746,Rosalind,Persechino,613-975-5760,613-310-5882,rosalind.persechino@aol.com
5204335,Jaime,Perugini,514-950-4495,514-371-6473,jaime_perugini@perugini.com
7350414,Colton,Pesqueira,905-796-8265,905-477-4223,cpesqueira@hotmail.com
7364676,Thea,Petermeier,418-360-6739,418-579-7203,thea@hotmail.com
5765171,Demetra,Peth,819-858-7901,819-901-7854,demetra_peth@aol.com
7644317,Glendora,Pezley,780-508-2609,780-799-6593,glendora.pezley@cox.net
1426614,Ryan,Phibbs,306-621-2626,306-246-7105,rphibbs@gmail.com
5313625,Vanna,Pickle,905-309-4565,905-538-1331,vanna_pickle@aol.com
2256478,Ashlyn,Pinilla,305-670-9628,305-857-5489,apinilla@cox.net
2632371,Esteban,Plantenberg,604-519-9547,604-747-2189,esteban@cox.net
3831717,Nieves,Planty,705-616-5386,705-997-9149,nplanty@gmail.com
5075222,Kimbery,Plikerd,250-504-9388,250-654-7546,kimbery.plikerd@cox.net
523441,Rickie,Plumer,419-693-1334,419-313-5571,rickie.plumer@aol.com
3062127,Katina,Polidori,978-626-2978,978-679-7429,katina_polidori@aol.com
7121726,Dell,Polino,819-255-1725,819-960-7659,dell_polino@polino.com
1540336,Cathrine,Pontoriero,806-703-1435,806-558-5848,cathrine.pontoriero@pontoriero.com
7442771,Mattie,Poquette,602-277-4385,602-953-6360,mattie@aol.com
3536254,Hui,Portaro,506-827-7755,506-276-4830,hui_portaro@cox.net
4768708,Oneida,Pospishil,819-511-9240,819-899-6940,opospishil@aol.com
751057,Felicidad,Poullion,856-305-9731,856-828-6021,fpoullion@poullion.com
3766766,Mindy,Presnal,604-213-8721,604-936-4293,mpresnal@yahoo.com
462138,Danilo,Pride,403-212-4945,403-888-9985,danilo_pride@hotmail.com
6021234,Stefanie,Prinkey,604-833-9067,604-290-6830,stefanie_prinkey@prinkey.org
3362274,Celestine,Pritt,613-875-3120,613-291-6460,celestine_pritt@cox.net
1735862,Starr,Prothro,418-811-3750,418-867-8129,sprothro@prothro.com
5244440,Pearline,Provenzano,905-734-9102,905-871-6252,pearline.provenzano@provenzano.org
6867271,Blondell,Pugh,401-960-8259,401-300-8122,bpugh@aol.com
3156540,Marnie,Purslow,204-904-1386,204-501-8129,marnie.purslow@purslow.com
2806485,Marquetta,Quinlisk,514-950-3156,514-450-3097,marquetta_quinlisk@aol.com
4725726,Lacresha,Quinones,450-213-1080,450-248-5946,lacresha@hotmail.com
1242453,Leoma,Rabago,250-810-7815,250-340-9574,leoma.rabago@hotmail.com
4084688,Kimberely,Rabuse,519-912-5533,519-814-7675,kimberely.rabuse@cox.net
336627,Julianna,Racer,506-752-6097,506-958-3152,jracer@cox.net
3513043,Evangelina,Radde,215-964-3284,215-417-5612,evangelina@aol.com
6522230,Leota,Ragel,706-221-4243,706-616-5131,leota.ragel@gmail.com
7101753,Oliva,Ramerez,403-690-1059,403-350-8194,oramerez@yahoo.com
2773440,Margo,Rand,905-781-3868,905-855-2524,margo@rand.org
5536817,Lauryn,Randol,604-236-4625,604-597-5482,lauryn@yahoo.com
1612641,My,Rantanen,215-491-5633,215-647-2158,my@hotmail.com
3446637,Melvin,Rather,819-418-3496,819-482-5865,melvin.rather@aol.com
5243777,Krissy,Rauser,631-443-4710,631-288-2866,krauser@cox.net
6435642,Francoise,Rautenstrauch,519-569-8399,519-978-6179,francoise.rautenstrauch@rautenstrauch.com
7342813,Marvel,Raymo,979-718-8968,979-809-5770,mraymo@yahoo.com
5623135,Jenelle,Regusters,813-932-8715,813-357-7296,jregusters@regusters.com
1804756,Ligia,Reiber,517-906-1108,517-747-7664,lreiber@cox.net
1437474,Shad,Reider,780-953-3852,780-872-1107,shad_reider@aol.com
2777428,Laurel,Reitler,410-520-4832,410-957-6903,laurel_reitler@reitler.com
7527716,Vi,Rentfro,732-605-4781,732-724-7251,vrentfro@cox.net
2563401,Theodora,Restrepo,305-936-8226,305-573-1085,theodora.restrepo@restrepo.com
6228577,Janine,Rhoden,718-228-5894,718-728-5051,jrhoden@yahoo.com
701413,Paulene,Rhule,418-348-2107,418-378-2652,paulene_rhule@rhule.org
7326654,Bobbye,Rhym,650-528-5783,650-811-9032,brhym@rhym.com
1567726,Micaela,Rhymes,925-647-3298,925-522-7798,micaela_rhymes@gmail.com
7177353,Chun,Richrdson,306-245-2534,306-697-2337,chun_richrdson@richrdson.org
2104602,Dalene,Riden,603-315-6839,603-745-7497,dalene.riden@aol.com
3764564,Ellsworth,Rieg,613-862-4724,613-414-6589,erieg@hotmail.com
6737377,Romana,Riesgraf,506-310-3728,506-411-4545,romana_riesgraf@hotmail.com
166487,Stanton,Rigazio,416-801-7398,416-974-8005,srigazio@rigazio.org
8278371,Gladys,Rim,414-661-9598,414-377-2880,gladys.rim@rim.org
660436,Talia,Riopelle,973-245-2133,973-818-9788,talia_riopelle@aol.com
1436217,Jeannine,Rippy,902-811-1450,902-423-9598,jeannine_rippy@rippy.com
4644552,Silva,Riviere,514-319-4125,514-592-7645,silva.riviere@riviere.org
523215,Glenn,Robinault,514-330-5479,514-322-5935,glenn.robinault@cox.net
8631742,Xuan,Rochin,650-933-5072,650-247-2625,xuan@gmail.com
6846383,Bernardine,Rodefer,901-901-4726,901-739-5892,bernardine_rodefer@yahoo.com
8643456,Terrilyn,Rodeigues,504-463-4384,504-635-8518,terrilyn.rodeigues@cox.net
5423145,Helene,Rodenberger,623-461-8551,623-426-4907,helene@aol.com
8477432,Stephanie,Rolling,306-510-5011,306-312-8273,srolling@rolling.org
5754143,Toi,Rollison,450-714-2875,450-600-2803,toi_rollison@rollison.com
3562445,Arlen,Romack,506-218-3036,506-871-1452,arlen.romack@yahoo.com
1507221,Glennis,Roseum,204-514-9319,204-206-2818,glennis.roseum@gmail.com
2818732,Brice,Rowe,613-631-9322,613-763-3880,brice_rowe@aol.com
7624521,Jacqueline,Rowling,814-865-8113,814-481-1700,jacqueline.rowling@yahoo.com
1715473,Maryann,Royster,518-966-7987,518-448-8982,mroyster@royster.com
1053842,Beata,Rubarts,250-808-6765,250-421-9805,beata_rubarts@aol.com
5480146,Freeman,Rudig,450-347-6388,450-586-7429,freeman@yahoo.com
3436152,Kati,Rulapaugh,785-463-7829,785-219-7724,kati.rulapaugh@hotmail.com
3352446,Nakisha,Russi,403-513-9660,403-207-3764,nakisha_russi@russi.com
5814220,Graciela,Ruta,440-780-8425,440-579-7763,gruta@cox.net
1312263,Sylvie,Ryser,918-644-9555,918-565-1706,sylvie@aol.com
1257563,Bo,Sabota,204-210-4967,204-591-6137,bo_sabota@sabota.com
7623283,Paz,Sahagun,601-927-8287,601-249-4511,paz_sahagun@cox.net
1743425,Benedict,Sama,314-787-1588,314-858-4832,bsama@cox.net
6520711,Cristal,Samara,213-975-8026,213-696-8004,cristal@cox.net
5426443,Lorean,Sammon,306-854-5060,306-553-6554,lorean@yahoo.com
1623217,Tammy,Sams,250-226-1002,250-625-6517,tammy_sams@sams.com
7745064,Estrella,Samu,608-976-7199,608-942-8836,estrella@aol.com
5352372,Polly,Sandusky,905-705-6018,905-227-7818,polly.sandusky@cox.net
8217605,Tennie,Santanna,819-261-5496,819-276-7974,tennie@aol.com
1474227,Hoa,Sarao,386-526-7800,386-599-7296,hoa@sarao.org
6463087,Sherita,Saras,719-669-1664,719-547-9543,sherita.saras@cox.net
201145,Glendora,Sarbacher,707-653-8214,707-881-3154,gsarbacher@gmail.com
2362177,Francesco,Sarchet,306-524-4509,306-353-2821,francesco@hotmail.com
6432518,Hassie,Sarkin,902-210-1513,902-488-5113,hassie_sarkin@aol.com
1506441,Eladia,Saulter,201-474-4924,201-365-8698,eladia@saulter.com
4436818,Nelida,Sawchuk,201-971-1638,201-247-8925,nelida@gmail.com
4543657,Rasheeda,Sayaphon,408-805-4309,408-997-7490,rasheeda@aol.com
1641305,Fatima,Saylors,952-768-2416,952-479-2375,fsaylors@saylors.org
6652226,Youlanda,Schemmer,541-548-8197,541-993-2611,youlanda@aol.com
3466634,Andra,Scheyer,503-516-2189,503-950-3068,andra@gmail.com
5171543,Glory,Schieler,325-869-2649,325-740-3778,glory@yahoo.com
3518445,Goldie,Schirpke,207-295-7569,207-748-3722,goldie.schirpke@yahoo.com
4528216,Staci,Schmaltz,626-866-2339,626-293-7678,staci_schmaltz@aol.com
6568115,Pamella,Schmierer,305-420-8970,305-575-8481,pamella.schmierer@schmierer.org
4423275,Gayla,Schnitzler,510-686-3407,510-441-4055,gschnitzler@gmail.com
1443633,Dalene,Schoeneck,215-268-1275,215-380-8820,dalene@schoeneck.org
2150118,Ilda,Schuring,780-830-2958,780-287-2408,ilda_schuring@schuring.com
5331153,Mitsue,Scipione,530-986-9272,530-399-3254,mscipione@scipione.com
5437214,Colby,Scotts,705-668-5094,705-288-6886,cscotts@aol.com
3560561,Shaun,Scovil,905-907-6615,905-984-4439,shaun_scovil@aol.com
8422425,Lilli,Scriven,325-631-1560,325-667-7868,lilli@aol.com
1553183,Shenika,Seewald,818-423-4007,818-749-8650,shenika@gmail.com
2726430,Kimi,Selfe,418-795-3880,418-432-2714,kimi@cox.net
8144686,Kasandra,Semidey,314-732-9131,314-697-3652,kasandra_semidey@semidey.com
1116450,Elke,Sengbusch,602-896-2993,602-575-3457,elke_sengbusch@yahoo.com
4175146,Ruby,Sensibaugh,604-553-2468,604-317-7478,ruby@sensibaugh.com
322545,Alishia,Sergi,212-860-1579,212-753-2740,asergi@gmail.com
370658,Ceola,Setter,207-627-7565,207-297-5029,ceola.setter@setter.org
5545374,Twila,Shadle,250-862-6746,250-548-7509,tshadle@shadle.com
672351,Shalon,Shadrick,718-232-2337,718-394-4974,shalon@cox.net
2457348,Kenia,Sharples,403-341-7208,403-217-4166,kenia_sharples@hotmail.com
1076186,Ozell,Shealy,212-332-8435,212-880-8865,oshealy@hotmail.com
2225167,Harris,Sheck,514-257-9319,514-774-5902,harris@cox.net
6625847,Tyra,Shields,215-255-1641,215-228-8264,tshields@gmail.com
3051712,Jesusa,Shin,931-273-8709,931-739-1551,jshin@shin.com
3887764,Solange,Shinko,504-979-9175,504-265-8174,solange@shinko.com
237515,Long,Shintaku,450-771-5010,450-679-3521,long.shintaku@shintaku.org
2246323,Van,Shire,908-409-2890,908-448-1209,van.shire@shire.com
4552275,Wayne,Shivers,418-374-1965,418-323-3965,wayne@aol.com
6642445,Bernadine,Shufelt,705-693-2982,705-715-3024,bernadine_shufelt@shufelt.org
2667728,India,Sifford,416-866-6707,416-539-4631,isifford@sifford.org
1224446,Beckie,Silvestrini,313-533-4884,313-390-7855,beckie.silvestrini@silvestrini.com
2142351,Gail,Similton,760-616-5388,760-493-9208,gail_similton@similton.com
2045532,Tayna,Sine,905-334-8817,905-989-2244,tayna_sine@sine.com
121264,Lashanda,Skahan,506-497-2698,506-543-5119,lashanda.skahan@aol.com
1132227,Hillary,Skulski,352-242-2570,352-990-5946,hillary.skulski@aol.com
3287583,Benton,Skursky,310-579-2907,310-694-8466,benton.skursky@aol.com
3373423,Glenna,Slayton,901-640-9178,901-869-4314,glenna_slayton@cox.net
3186331,Alisha,Slusarski,732-658-3154,732-635-3453,alisha@slusarski.com
4421760,Ty,Smith,201-672-1553,201-995-3149,tsmith@aol.com
4811256,Jimmie,Snelling,905-772-1416,905-958-5143,jimmie.snelling@gmail.com
2313468,Shelton,Spannuth,204-364-5889,204-941-7224,shelton.spannuth@yahoo.com
162566,Rolande,Spickerman,808-315-3077,808-526-5863,rolande.spickerman@spickerman.com
7044557,Lynsey,Sport,604-525-6939,604-485-8495,lynsey.sport@aol.com
2734258,Layla,Springe,212-260-3151,212-253-7448,layla.springe@cox.net
567107,Martina,Staback,407-471-6908,407-429-2145,martina_staback@staback.com
511120,Florencia,Stadel,519-961-7871,519-283-2137,fstadel@gmail.com
3474303,Yolande,Staiano,613-700-7712,613-896-1928,yolande_staiano@gmail.com
6245138,Marcelle,Staie,905-817-1934,905-209-2680,marcelle_staie@aol.com
6726488,Miriam,Stakes,905-441-5009,905-702-1792,miriam.stakes@yahoo.com
1033112,Leontine,Stalma,519-641-7145,519-623-8354,lstalma@stalma.org
3361127,Hollis,Stanfield,780-574-5620,780-994-8693,hollis.stanfield@aol.com
7871543,Cletus,Stapels,780-674-7330,780-675-7361,cletus_stapels@cox.net
325773,Tiffiny,Steffensmeier,305-385-9695,305-304-6573,tiffiny_steffensmeier@cox.net
443084,Avery,Steier,407-808-9439,407-945-8566,avery@cox.net
6325162,Lea,Steinhaus,905-618-8258,905-651-3298,lsteinhaus@cox.net
2055678,Ria,Steinhorst,418-319-1374,418-221-6034,ria.steinhorst@steinhorst.com
151773,Lizette,Stem,856-487-5412,856-702-3676,lizette.stem@aol.com
6373540,Alberto,Stenquist,905-435-9456,905-433-2538,alberto_stenquist@stenquist.org
8565017,Ernie,Stenseth,201-709-6245,201-387-9093,ernie_stenseth@aol.com
5513217,Antonette,Stimac,519-670-5269,519-574-5766,antonette_stimac@stimac.org
6564756,Portia,Stimmel,908-722-7128,908-670-4712,portia.stimmel@aol.com
5474845,Jose,Stockham,212-675-8570,212-569-4233,jose@yahoo.com
6043235,Slyvia,Stockham,418-913-7998,418-917-4111,slyvia.stockham@aol.com
5441037,Junita,Stoltzman,775-638-9963,775-578-1214,junita@aol.com
775624,Cordelia,Storment,337-566-6001,337-255-3427,cordelia_storment@aol.com
1557103,Margot,Storrs,905-309-5010,905-509-1001,mstorrs@cox.net
1275476,Belen,Strassner,770-507-8791,770-802-4003,belen_strassner@aol.com
7307677,Tenesha,Stropko,506-629-6209,506-306-3180,tenesha.stropko@aol.com
2307383,Lashawnda,Stuer,419-588-8719,419-399-1744,lstuer@cox.net
2232200,Peggie,Sturiale,619-608-1763,619-695-8086,peggie@cox.net
4351522,Caprice,Suell,615-246-1824,615-726-4537,caprice@aol.com
2456316,Hannah,Suero,905-543-3967,905-828-9745,hsuero@yahoo.com
2140216,Gwenn,Suffield,631-258-6558,631-295-9879,gwenn_suffield@suffield.org
5683017,Phuong,Sugai,450-501-4406,450-760-5225,psugai@gmail.com
3524751,King,Suman,418-470-4541,418-316-1403,king@cox.net
8433082,Nadine,Swartzbeck,450-353-2331,450-552-2449,nadine_swartzbeck@swartzbeck.org
1215244,Quentin,Swayze,734-561-6170,734-851-8571,quentin_swayze@yahoo.com
1662106,Tresa,Sweely,314-359-9566,314-231-3514,tresa_sweely@hotmail.com
4144717,Carmen,Sweigard,732-941-2621,732-445-6940,csweigard@sweigard.com
5827301,Ernest,Syrop,301-998-9644,301-257-4883,ernest@cox.net
160033,Annelle,Tagala,410-757-1035,410-234-2267,annelle@yahoo.com
6731361,Malissa,Talty,506-724-2777,506-251-4329,malissa@talty.org
8551326,Shenika,Tapian,613-219-1869,613-639-9327,shenika.tapian@aol.com
254504,Annice,Tartar,819-342-1651,819-685-5153,atartar@cox.net
142355,Filiberto,Tawil,323-765-2528,323-842-8226,ftawil@hotmail.com
6267714,Virgina,Tegarden,414-214-8697,414-411-5744,virgina_tegarden@tegarden.com
6036141,Vanda,Tentler,250-605-3501,250-603-4234,vanda_tentler@tentler.org
4837837,Elvis,Tenuta,403-415-1285,403-329-4641,elvis_tenuta@tenuta.org
1124147,Joanne,Teoh,905-219-6895,905-928-7775,joanne@yahoo.com
6026016,Tanesha,Tesseneer,416-568-3388,416-227-8643,tanesha_tesseneer@hotmail.com
6741741,Kerry,Theodorov,916-591-3277,916-770-7448,kerry.theodorov@gmail.com
2623576,Lelia,Thiemann,250-671-3851,250-798-7786,lelia.thiemann@yahoo.com
5366787,Odette,Thigpen,709-744-4165,709-750-3310,othigpen@thigpen.com
3237441,Leslie,Threets,914-861-9748,914-396-2615,leslie@cox.net
4716256,Hermila,Thyberg,401-893-4882,401-885-7681,hermila_thyberg@hotmail.com
5554657,Lon,Tibbles,905-233-1845,905-290-1867,lon.tibbles@cox.net
2382843,Leanna,Tijerina,416-719-2114,416-658-1773,leanna@cox.net
6347144,Catalina,Tillotson,609-373-3332,609-826-4990,catalina@hotmail.com
2586241,Loreta,Timenez,301-696-6420,301-392-6698,loreta.timenez@hotmail.com
2216374,Monte,Tindal,450-637-6499,450-285-2135,monte@cox.net
3610251,Leila,Titzer,403-733-8035,403-455-2552,leila_titzer@aol.com
7131683,Yvonne,Tjepkema,973-714-1721,973-976-8627,yvonne.tjepkema@hotmail.com
5177702,Viva,Toelkes,773-446-5569,773-352-3437,viva.toelkes@gmail.com
7571365,Latrice,Tolfree,631-957-7624,631-998-2102,latrice.tolfree@hotmail.com
1704286,Mitsue,Tollner,773-573-6914,773-924-8565,mitsue_tollner@yahoo.com
2264714,Dianne,Tomasic,902-938-6891,902-250-5089,dianne@yahoo.com
6464435,Whitley,Tomasulo,817-526-4408,817-819-7799,whitley.tomasulo@aol.com
1022643,Merissa,Tomblin,562-579-6900,562-719-7922,merissa.tomblin@gmail.com
6101203,Arlette,Torchio,514-459-6883,514-330-7587,arlette_torchio@hotmail.com
8725554,Barrett,Toyama,817-765-5781,817-577-6151,barrett.toyama@toyama.org
6610528,Ricki,Traux,514-657-1920,514-784-4720,ricki.traux@traux.com
3841766,Lucy,Treston,508-769-5250,508-502-5634,lucy@cox.net
2721571,Malcolm,Tromblay,703-221-5602,703-874-4248,malcolm_tromblay@cox.net
73257,Frank,Tryninewski,306-653-1772,306-265-2144,ftryninewski@gmail.com
3333542,Azzie,Tuazon,905-208-4039,905-788-7893,azzie.tuazon@hotmail.com
1142284,Darrin,Tumolillo,306-748-5721,306-438-8135,darrin@tumolillo.com
3648561,Kristeen,Turinetti,817-213-8851,817-947-9480,kristeen@gmail.com
728154,Felix,Tutterrow,519-426-7161,519-845-2626,ftutterrow@tutterrow.org
1684733,Krystal,Twyman,416-712-8230,416-253-3534,ktwyman@gmail.com
361451,Antonio,Unruh,604-624-7690,604-966-9833,antonio.unruh@hotmail.com
2871554,Raul,Upthegrove,619-509-5282,619-666-4765,rupthegrove@yahoo.com
167338,Sabra,Uyetake,803-925-5213,803-681-3678,sabra@uyetake.org
1565272,Jamal,Vanausdal,732-234-1546,732-904-2931,jamal@vanausdal.org
3413744,Veta,Vandeberg,506-996-1241,506-589-3482,vvandeberg@gmail.com
7412406,Carma,Vanheusen,510-503-7169,510-452-4835,carma@cox.net
7466185,Annamaria,Vanhuss,905-495-3301,905-988-1388,annamaria.vanhuss@cox.net
6334687,Claribel,Varriano,419-544-4900,419-573-2033,claribel_varriano@cox.net
4300616,Art,Venere,856-636-8749,856-264-4130,art@venere.org
5656312,Ciara,Ventura,845-823-8877,845-694-7919,cventura@yahoo.com
5817185,Malcom,Vereen,519-334-1058,519-795-5709,malcom.vereen@yahoo.com
1366022,Natalya,Verso,519-736-9305,519-935-3251,natalya_verso@yahoo.com
6353616,Paola,Vielma,905-456-1117,905-263-7711,paola_vielma@aol.com
5170528,Josphine,Villanueva,931-553-9774,931-486-6946,josphine_villanueva@villanueva.com
7061034,Fidelia,Vilven,416-892-4321,416-209-3419,fvilven@vilven.org
5605253,Stephaine,Vinning,415-767-6596,415-712-9530,stephaine@cox.net
1566027,Basilia,Vinroe,418-386-6120,418-417-9632,basilia.vinroe@gmail.com
7176137,Tish,Violett,450-840-7605,450-571-7613,tish.violett@violett.com
4555220,Sherly,Vitrano,902-480-3185,902-389-5380,svitrano@hotmail.com
8656243,Lashon,Vizarro,916-741-7884,916-289-4526,lashon@aol.com
446370,Francine,Vocelka,505-977-3911,505-335-5293,francine_vocelka@vocelka.com
4547426,Kattie,Vonasek,216-923-3715,216-270-9653,kattie@vonasek.org
2248635,Bettina,Vosmus,604-752-9256,604-539-9088,bettina@hotmail.com
3433772,Johnathon,Wadden,705-646-2781,705-719-2693,johnathon_wadden@hotmail.com
4432153,Miesha,Walen,705-646-4992,705-887-2415,miesha@aol.com
1387560,Hubert,Walthall,330-903-1345,330-566-8898,hubert@walthall.org
8765587,Iesha,Wardle,416-989-2001,416-615-4957,iesha@gmail.com
6847451,Tammara,Wardrip,650-803-1936,650-216-5075,twardrip@cox.net
2776045,Apolonia,Warne,506-978-1488,506-221-1874,apolonia@gmail.com
5713587,Terrilyn,Waska,819-670-6020,819-318-6187,terrilyn_waska@hotmail.com
4176347,Jaime,Wasurick,450-531-8633,450-988-2708,jaime_wasurick@hotmail.com
3213602,Kanisha,Waycott,323-453-2780,323-315-7314,kanisha_waycott@yahoo.com
318151,Norah,Waymire,415-306-7897,415-874-2984,norah.waymire@gmail.com
6778233,Nan,Weekly,519-928-8049,519-430-6684,nan@weekly.com
7837214,Lonny,Weglarz,801-293-9853,801-892-8781,lonny_weglarz@gmail.com
3526715,Hildegarde,Wehrwein,604-960-7463,604-475-5636,hwehrwein@gmail.com
841181,Penney,Weight,907-797-9628,907-873-2882,penney_weight@aol.com
7583582,Daren,Weirather,414-959-2540,414-838-3151,dweirather@aol.com
1780707,Cherelle,Welschmeyer,519-322-9933,519-310-1688,cherelle@hotmail.com
5872136,Tonette,Wenner,516-968-6051,516-333-4861,twenner@aol.com
7777682,Dick,Wenzinger,310-510-9713,310-936-2258,dick@yahoo.com
4354813,Stevie,Westerbeck,949-867-4077,949-903-3898,stevie.westerbeck@yahoo.com
6308488,Shakira,Westervelt,604-991-8721,604-514-6251,swestervelt@westervelt.org
5007656,Rochell,Wetherby,418-362-9768,418-405-7721,rwetherby@wetherby.org
5214167,Yuki,Whobrey,313-288-7937,313-341-4470,yuki_whobrey@aol.com
2234663,Jesse,Wida,905-356-4735,905-744-5778,jesse@wida.com
1556201,Paris,Wide,404-505-4445,404-607-8435,paris@hotmail.com
3555675,Angelyn,Wieand,905-838-3914,905-637-2696,angelyn_wieand@wieand.com
1735254,Sage,Wieser,605-414-2147,605-794-4895,sage_wieser@cox.net
1706280,Melissa,Wiklund,419-939-3613,419-254-4591,melissa@cox.net
7407022,Cassi,Wildfong,847-633-3216,847-755-9041,cassi.wildfong@aol.com
7804554,Amber,Windell,604-864-2113,604-902-5812,amber.windell@cox.net
1586555,Gertude,Witten,513-977-7043,513-863-9471,gertude.witten@gmail.com
3168660,Amalia,Wolfgang,519-219-3608,519-885-5104,amalia_wolfgang@wolfgang.org
166462,Irma,Wolfgramm,973-545-7355,973-868-8660,irma.wolfgramm@hotmail.com
332573,Lavonna,Wolny,703-483-1970,703-892-2914,lavonna.wolny@hotmail.com
4224347,Harley,Works,519-913-7772,519-633-3173,harley@cox.net
5025273,Lorrine,Worlds,813-769-2939,813-863-6467,lorrine.worlds@worlds.com
6626347,Afton,Wrinkle,613-851-7883,613-887-9528,awrinkle@wrinkle.org
7750264,Nana,Wrinkles,914-855-2115,914-796-3775,nana@aol.com
5772524,Doretha,Wykle,807-383-4855,807-878-5383,doretha@yahoo.com
3442570,Willis,Wylie,418-833-1949,418-933-6430,willis@yahoo.com
771460,Felton,Yafuso,613-749-1169,613-603-5671,felton.yafuso@gmail.com
6106146,Enola,Yandow,902-539-1621,902-831-6815,eyandow@cox.net
2363218,Audry,Yaw,813-797-4816,813-744-7100,audry.yaw@yaw.org
2466438,Yong,Yestramski,519-344-3979,519-322-6001,yong_yestramski@aol.com
3545632,Maurine,Yglesias,414-748-1374,414-573-7719,maurine_yglesias@yglesias.com
8437515,Shawnda,Yori,407-538-5106,407-564-8113,shawnda.yori@yahoo.com
6062256,Dierdre,Yum,215-325-3042,215-346-4666,dyum@yahoo.com
1212212,Serina,Zagen,260-273-3725,260-382-4869,szagen@aol.com
4667437,Sheridan,Zane,951-645-3605,951-248-6822,sheridan.zane@zane.com
6375686,Hyun,Zarazua,519-287-4120,519-450-3369,hyun_zarazua@cox.net
1264536,Louis,Zarling,418-568-3216,418-396-2430,louis@zarling.com
3726012,Denny,Zeanah,514-224-2722,514-928-4314,denny_zeanah@zeanah.com
7014851,Davida,Zeng,450-375-8192,450-274-3903,davida_zeng@yahoo.com
5275841,Vincenza,Zepp,619-603-5125,619-935-6661,vzepp@gmail.com
7274114,Carry,Ziller,519-847-8783,519-902-8276,carry@cox.net
2023211,Cordell,Zinda,819-508-6057,819-313-7350,cordell_zinda@cox.net
1733265,Asha,Zoldak,418-470-9730,418-997-7008,asha_zoldak@hotmail.com
2617725,Maynard,Zufall,604-875-7745,604-708-6687,mzufall@gmail.com
6524076,Jerry,Zurcher,321-518-5938,321-597-2159,jzurcher@zurcher.org
